"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0425193942";"Sullivan's Island: A Lowcountry Tale";"Dorothea Benton Frank";"2004";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425193942.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425193942.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425193942.01.LZZZZZZZ.jpg"
"0375506039";"Open House";"Elizabeth Berg";"2000";"Random House Trade";"http://images.amazon.com/images/P/0375506039.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375506039.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375506039.01.LZZZZZZZ.jpg"
"0345435028";"What We Keep";"Elizabeth Berg";"2002";"Ballantine Books";"http://images.amazon.com/images/P/0345435028.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345435028.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345435028.01.LZZZZZZZ.jpg"
"0345453816";"Killjoy";"Julie Garwood";"2003";"Ballantine Books";"http://images.amazon.com/images/P/0345453816.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345453816.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345453816.01.LZZZZZZZ.jpg"
"0345464958";"The Last Girls (Ballantine Reader's Circle)";"LEE SMITH";"2003";"Ballantine Books";"http://images.amazon.com/images/P/0345464958.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345464958.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345464958.01.LZZZZZZZ.jpg"
"0743412753";"No Way Out";"Andrea Kane";"2001";"Pocket";"http://images.amazon.com/images/P/0743412753.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743412753.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743412753.01.LZZZZZZZ.jpg"
"0553583956";"Safe Harbor";"Luanne Rice";"2003";"Bantam Books";"http://images.amazon.com/images/P/0553583956.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553583956.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553583956.01.LZZZZZZZ.jpg"
"0446612804";"Don't Tell";"Karen Rose";"2003";"Warner Forever";"http://images.amazon.com/images/P/0446612804.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446612804.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446612804.01.LZZZZZZZ.jpg"
"0618109617";"The Mystery of Breathing";"Perri Klass";"2004";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618109617.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618109617.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618109617.01.LZZZZZZZ.jpg"
"1401300316";"The Center of Everything";"Laura Moriarty";"2003";"Hyperion";"http://images.amazon.com/images/P/1401300316.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1401300316.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1401300316.01.LZZZZZZZ.jpg"
"1889186287";"Quest for Sex, Truth &amp; Reality";"Edward Lee";"2002";"Necro Pubns";"http://images.amazon.com/images/P/1889186287.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1889186287.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1889186287.01.LZZZZZZZ.jpg"
"1881475735";"Operator B";"Edward Lee";"1999";"Cemetery Dance Pubns";"http://images.amazon.com/images/P/1881475735.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1881475735.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1881475735.01.LZZZZZZZ.jpg"
"0972085920";"Rage";"Steve Gerlach";"2004";"Bloodletting Pr";"http://images.amazon.com/images/P/0972085920.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0972085920.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0972085920.01.LZZZZZZZ.jpg"
"1889186228";"Sex, Drugs &amp; Power Tools";"Edward Lee";"2002";"Necro Pubns";"http://images.amazon.com/images/P/1889186228.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1889186228.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1889186228.01.LZZZZZZZ.jpg"
"1892950103";"Off Season : The Unexpurgated Signed Limited Edition";"Jack Ketchum";"1999";"Overlook Connection Press";"http://images.amazon.com/images/P/1892950103.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1892950103.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1892950103.01.LZZZZZZZ.jpg"
"0671729411";"Flowers In The Attic (Dollanganger)";"V.C. Andrews";"1990";"Pocket";"http://images.amazon.com/images/P/0671729411.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671729411.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671729411.01.LZZZZZZZ.jpg"
"950028359X";"Mi Planta de Naranja-Lima";"Jose Vasconcelos";"1971";"Ateneo De Manila Univ Pr";"http://images.amazon.com/images/P/950028359X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/950028359X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/950028359X.01.LZZZZZZZ.jpg"
"043912042X";"Esperanza Rising";"Pam Munoz Ryan";"2002";"Scholastic Paperbacks";"http://images.amazon.com/images/P/043912042X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/043912042X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/043912042X.01.LZZZZZZZ.jpg"
"9722100262";"Memorial Do Convento";"Jose Saramago";"0";"Luso Brazilian Books";"http://images.amazon.com/images/P/9722100262.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/9722100262.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/9722100262.01.LZZZZZZZ.jpg"
"0060177225";"Dangerous to Know";"Barbara Taylor Bradford";"1995";"Harpercollins";"http://images.amazon.com/images/P/0060177225.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060177225.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060177225.01.LZZZZZZZ.jpg"
"8408028472";"Pequenas Infamias: Premio Planeta 1998 (Autores Espanoles E Iberoamericanos)";"Carmen Posadas";"1999";"Editorial Planeta, S.A. (Barcelona)";"http://images.amazon.com/images/P/8408028472.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8408028472.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8408028472.01.LZZZZZZZ.jpg"
"8484034097";"Alicia En El Pais De Las Maravillas, Fantasmagoria, Y Un Cuento Enredado / Alice In Wonderland, Phantasmagoria, And, A Tangled Tale (Clasicos Seleccion)";"Lewis Carroll";"2004";"Edimat Libros";"http://images.amazon.com/images/P/8484034097.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8484034097.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8484034097.01.LZZZZZZZ.jpg"
"9505112033";"62 Modelo Para Armar";"Julio Cortazar";"1995";"Aguilar";"http://images.amazon.com/images/P/9505112033.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/9505112033.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/9505112033.01.LZZZZZZZ.jpg"
"8484501876";"Pequenos Altares";"Rebecca Wells";"2002";"Distribooks";"http://images.amazon.com/images/P/8484501876.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8484501876.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8484501876.01.LZZZZZZZ.jpg"
"8432038598";"La vida es sueño: Drama y auto sacramental (Clásicos universales planeta)";"Pedro Calderón de la Barca";"1981";"Planeta";"http://images.amazon.com/images/P/8432038598.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8432038598.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8432038598.01.LZZZZZZZ.jpg"
"9875500534";"Bodas de Sangre";"Federico Garcia Lorca";"2001";"Errepar";"http://images.amazon.com/images/P/9875500534.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/9875500534.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/9875500534.01.LZZZZZZZ.jpg"
"8445071955";"El Herrero De Wooton Major";"J. R. R. Tolkien";"2002";"Minotauro";"http://images.amazon.com/images/P/8445071955.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8445071955.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8445071955.01.LZZZZZZZ.jpg"
"8423329860";"Beatriz y Los Cuerpos Celestes: Una Novela Rosa (Coleccion Ancora y Delfin)";"Lucia Etxebarria";"1998";"Schoenhof Foreign Books Inc";"http://images.amazon.com/images/P/8423329860.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8423329860.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8423329860.01.LZZZZZZZ.jpg"
"8466304630";"Rayuela";"Julio Cortazar";"2001";"Suma de Letras";"http://images.amazon.com/images/P/8466304630.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8466304630.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8466304630.01.LZZZZZZZ.jpg"
"9875500046";"Divina Comedia, La";"Dante Alighieri";"2001";"Longseller";"http://images.amazon.com/images/P/9875500046.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/9875500046.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/9875500046.01.LZZZZZZZ.jpg"
"8420613126";"El Extranjero";"Albert Camus";"1999";"Alianza";"http://images.amazon.com/images/P/8420613126.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8420613126.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8420613126.01.LZZZZZZZ.jpg"
"8423915379";"Tres Sombreros De Copa";"Miguel Mihura";"1986";"Lectorum Pubns (Adult)";"http://images.amazon.com/images/P/8423915379.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8423915379.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8423915379.01.LZZZZZZZ.jpg"
"8437601002";"Pic-Nic-El Triciclo el Laberinto";"Fernando Arrabal";"1985";"Ediciones Catedra S.A.";"http://images.amazon.com/images/P/8437601002.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8437601002.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8437601002.01.LZZZZZZZ.jpg"
"9875500526";"Dona Rosita La Soltera";"Federico Garcia Lorca";"2001";"Errepar";"http://images.amazon.com/images/P/9875500526.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/9875500526.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/9875500526.01.LZZZZZZZ.jpg"
"8434410990";"Etica para Amador (Ariel)";"Fernando Savater";"1991";"Ariel";"http://images.amazon.com/images/P/8434410990.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8434410990.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8434410990.01.LZZZZZZZ.jpg"
"8449500516";"Macbeth - Hamlet";"William Shakespeare";"1998";"Mateos Ediciones";"http://images.amazon.com/images/P/8449500516.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8449500516.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8449500516.01.LZZZZZZZ.jpg"
"0425128458";"Sullivan's Sting";"Lawrence Sanders";"1997";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425128458.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425128458.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425128458.01.LZZZZZZZ.jpg"
"0553568701";"Bad Love (Alex Delaware Novels (Paperback))";"Jonathan Kellerman";"1994";"Bantam Books";"http://images.amazon.com/images/P/0553568701.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553568701.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553568701.01.LZZZZZZZ.jpg"
"1569471231";"The Handmaid of Desire";"John L'Heureux";"1998";"Soho Press";"http://images.amazon.com/images/P/1569471231.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1569471231.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1569471231.01.LZZZZZZZ.jpg"
"1889199036";"Styles by Maggie Sweet";"Judith Minthorn Stacy";"1999";"John F. Blair Publisher";"http://images.amazon.com/images/P/1889199036.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1889199036.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1889199036.01.LZZZZZZZ.jpg"
"0345442938";"My Only Story";"Monica Wood";"2001";"Ballantine Books";"http://images.amazon.com/images/P/0345442938.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345442938.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345442938.01.LZZZZZZZ.jpg"
"0531058379";"Afternoon of the Elves";"Janet Taylor Lisle";"1989";"Orchard Books (NY)";"http://images.amazon.com/images/P/0531058379.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0531058379.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0531058379.01.LZZZZZZZ.jpg"
"0425129616";"The Mysterious Affair at Styles";"Agatha Christie";"2004";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425129616.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425129616.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425129616.01.LZZZZZZZ.jpg"
"1856352498";"The Story of Irish Emigration (Compact Irish history)";"Frank D'Arcy";"1999";"Irish Books &amp; Media";"http://images.amazon.com/images/P/1856352498.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1856352498.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1856352498.01.LZZZZZZZ.jpg"
"0688162827";"Tell Me Your Dreams";"Sidney Sheldon";"1998";"William Morrow &amp; Company";"http://images.amazon.com/images/P/0688162827.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688162827.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688162827.01.LZZZZZZZ.jpg"
"0060083948";"Tishomingo Blues";"Elmore Leonard";"2002";"HarperTorch";"http://images.amazon.com/images/P/0060083948.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060083948.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060083948.01.LZZZZZZZ.jpg"
"0679892206";"Secret Ingredient (Stepping Stone,  paper)";"G. E. Stanley";"1999";"Random House Trade";"http://images.amazon.com/images/P/0679892206.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679892206.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679892206.01.LZZZZZZZ.jpg"
"1590521439";"A Steadfast Surrender";"Nancy Moser";"2003";"Multnomah";"http://images.amazon.com/images/P/1590521439.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1590521439.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1590521439.01.LZZZZZZZ.jpg"
"158660970X";"Hidden Things: Where the Past Meets the Present--Head On";"Andrea Boeshaar";"2003";"Barbour Publishing";"http://images.amazon.com/images/P/158660970X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/158660970X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/158660970X.01.LZZZZZZZ.jpg"
"0152024999";"Ginger Pye";"Eleanor Estes";"2000";"Harcourt Young Classics";"http://images.amazon.com/images/P/0152024999.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0152024999.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0152024999.01.LZZZZZZZ.jpg"
"0849942845";"The Note - A Novel -";"Angela Elwell Hunt";"2001";"WestBow Press";"http://images.amazon.com/images/P/0849942845.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0849942845.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0849942845.01.LZZZZZZZ.jpg"
"840149950X";"Los Pilares de la Tierra";"Ken Follett";"1999";"Plaza &amp; Janes Editores, S.A.";"http://images.amazon.com/images/P/840149950X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/840149950X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/840149950X.01.LZZZZZZZ.jpg"
"158567074X";"Frida";"Barbara Mujica";"2001";"Overlook Press";"http://images.amazon.com/images/P/158567074X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/158567074X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/158567074X.01.LZZZZZZZ.jpg"
"2070360024";"L'Etranger (Collection Folio, 2)";"Albert Camus";"1990";"Gallimard Jeunesse";"http://images.amazon.com/images/P/2070360024.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2070360024.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2070360024.01.LZZZZZZZ.jpg"
"0451184025";"Dark Cathedral (Creed S.)";"Freda Warrington";"1999";"Penguin Uk";"http://images.amazon.com/images/P/0451184025.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451184025.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451184025.01.LZZZZZZZ.jpg"
"8427016883";"En Busca De Tutankamon";"Christian Jacq";"1995";"Planeta Pub Corp";"http://images.amazon.com/images/P/8427016883.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8427016883.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8427016883.01.LZZZZZZZ.jpg"
"8440697414";"Secretos de La Diosa, Los";"Brenda Gates";"2001";"Ediciones B";"http://images.amazon.com/images/P/8440697414.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8440697414.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8440697414.01.LZZZZZZZ.jpg"
"8440666845";"Circulos de Piedra, Los";"Joan Dahr Lambert";"1999";"Grupo Zeta";"http://images.amazon.com/images/P/8440666845.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8440666845.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8440666845.01.LZZZZZZZ.jpg"
"0553213695";"The Metamorphosis (Bantam Classics)";"FRANZ KAFKA";"1972";"Bantam";"http://images.amazon.com/images/P/0553213695.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553213695.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553213695.01.LZZZZZZZ.jpg"
"0140089373";"Fools Crow (Contemporary American Fiction)";"James Welch";"1987";"Penguin Books";"http://images.amazon.com/images/P/0140089373.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140089373.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140089373.01.LZZZZZZZ.jpg"
"0140291946";"House of the Winds (Penguin Readers Guide Inside)";"Mia Yun";"2000";"Penguin Books";"http://images.amazon.com/images/P/0140291946.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140291946.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140291946.01.LZZZZZZZ.jpg"
"0921149611";"Folk and Fairy Tales";"Martin Hallett";"1991";"Broadview Press";"http://images.amazon.com/images/P/0921149611.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0921149611.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0921149611.01.LZZZZZZZ.jpg"
"0460873598";"Alice's Adventures in Wonderland and Through the Looking Glass (Everyman Paperback Classics)";"Lewis Carroll";"1993";"Everymans Library";"http://images.amazon.com/images/P/0460873598.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0460873598.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0460873598.01.LZZZZZZZ.jpg"
"0889223394";"Modern Canadian Plays (Modern Canadian Plays)";"Jerry Wasserman";"1994";"Talonbooks, Ltd.";"http://images.amazon.com/images/P/0889223394.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0889223394.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0889223394.01.LZZZZZZZ.jpg"
"0138199051";"Social Inequality in Canada Patterns Problems Policies";"Curtis";"1992";"Prentice Hall (Sd)";"http://images.amazon.com/images/P/0138199051.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0138199051.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0138199051.01.LZZZZZZZ.jpg"
"0771021461";"Health, Illness &amp; Medicine (Oxford)";"Clarke";"1990";"McClelland &amp; Stewart";"http://images.amazon.com/images/P/0771021461.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0771021461.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0771021461.01.LZZZZZZZ.jpg"
"0446344109";"Name of the Rose";"Umberto Eco";"1986";"Warner Books";"http://images.amazon.com/images/P/0446344109.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446344109.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446344109.01.LZZZZZZZ.jpg"
"074320395X";"The Body Artist : A Novel";"Don DeLillo";"2001";"Scribner";"http://images.amazon.com/images/P/074320395X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/074320395X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/074320395X.01.LZZZZZZZ.jpg"
"0452008999";"The Master and Margarita";"M. Bulgakov";"1980";"Plume Books";"http://images.amazon.com/images/P/0452008999.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0452008999.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0452008999.01.LZZZZZZZ.jpg"
"0316788228";"The Pilot's Wife";"Anita Shreve";"2001";"Little, Brown";"http://images.amazon.com/images/P/0316788228.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316788228.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316788228.01.LZZZZZZZ.jpg"
"0415902029";"Erotic Welfare: Sexual Theory and Politics in the Age of Epidemic (Thinking Gender)";"Linda Singer";"1992";"Routledge";"http://images.amazon.com/images/P/0415902029.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0415902029.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0415902029.01.LZZZZZZZ.jpg"
"0920057861";"Radical Papers";"Dimitrios Roussopoulos";"1996";"Black Rose Books";"http://images.amazon.com/images/P/0920057861.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0920057861.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0920057861.01.LZZZZZZZ.jpg"
"0774803436";"Cross-Cultural Caring: A Handbook for Health Professionals in Western Canada";"Nancy Waxler-Morrison";"1990";"University of British Columbia Press";"http://images.amazon.com/images/P/0774803436.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0774803436.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0774803436.01.LZZZZZZZ.jpg"
"1550170732";"Power to Us All: Consititution or Social Contract";"George Woodcock";"1992";"Harbour Pub Co";"http://images.amazon.com/images/P/1550170732.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1550170732.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1550170732.01.LZZZZZZZ.jpg"
